query,title,year,venue,authors,doi,url,type,source,score,tags
proprioceptive tactile sensing robot hand,Robust proprioceptive grasping with a soft robot hand,2018,Autonomous Robots,Bianca S. Homberg; Robert K. Katzschmann; Mehmet R. Dogar; Daniela Rus,10.1007/s10514-018-9754-1,https://doi.org/10.1007/s10514-018-9754-1,journal-article,Crossref,2,manipulation
proprioceptive tactile sensing robot hand,Capacitive-Piezoelectric Tandem Architecture for Biomimetic Tactile Sensing in Prosthetic Hand,2018,2018 IEEE SENSORS,William Taube Navarai; Oliver Ozioko; Ravinder Dahiya,10.1109/icsens.2018.8589827,https://doi.org/10.1109/icsens.2018.8589827,proceedings-article,Crossref,2,tactile;manipulation
proprioceptive tactile sensing robot hand,Object Recognition Through Active Sensing Using a Multi-Fingered Robot Hand with 3D Tactile Sensors,2018,2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),Satoshi Funabashi; Shu Morikuni; Andreas Geier; Alexander Schmitz; Shun Ogasa; Tito Pradhono Torno; Sophon Somlor; Shigeki Sugano,10.1109/iros.2018.8594159,https://doi.org/10.1109/iros.2018.8594159,proceedings-article,Crossref,2,tactile;manipulation
robot hand object pose force sensing,Fusing Joint Measurements and Visual Features for In-Hand Object Pose Estimation,2018,IEEE Robotics and Automation Letters,Martin Pfanne; Maxime Chalon; Freek Stulp; Alin Albu-Schaffer,10.1109/lra.2018.2853652,https://doi.org/10.1109/lra.2018.2853652,journal-article,Crossref,2,manipulation;dynamics
robot hand object pose force sensing,Robotic bolt insertion and tightening based on in-hand object localization and force sensing,2018,2018 IEEE/ASME International Conference on Advanced Intelligent Mechatronics (AIM),Kentaro Nozu; Kazuhiro Shimonomura,10.1109/aim.2018.8452338,https://doi.org/10.1109/aim.2018.8452338,proceedings-article,Crossref,2,contact;manipulation
tactile object recognition manipulation,Object Recognition Through Manipulation Using Tactile Enabled Prosthetic Fingers and Feedback Glove - Experimental Study,2018,2018 IEEE International Symposium on Medical Measurements and Applications (MeMeA),Daniel J. Kucherhan; Miriam Goubran; Vinicius P. da Fonseca; Thiago E. Alves de Oliveira; Emil M. Petriu; Voicu Groza,10.1109/memea.2018.8438757,https://doi.org/10.1109/memea.2018.8438757,proceedings-article,Crossref,2,tactile;manipulation
tactile object recognition manipulation,Tactile Sensor for Manipulation of Deformable Object,2018,International Journal of Engineering and Technology,Muhammad. A.Ayub; Rabiatul. A.Jaafar; Amir Abdul Latif; . .,10.14419/ijet.v7i4.27.22492,https://doi.org/10.14419/ijet.v7i4.27.22492,journal-article,Crossref,2,tactile;manipulation
tactile object recognition manipulation,A Visuo-Haptic Framework for Object Recognition Inspired by Human Tactile Perception,2018,5th International Electronic Conference on Sensors and Applications,Ghazal Rouhafzay; Ana-Maria Cretu,10.3390/ecsa-5-05754,https://doi.org/10.3390/ecsa-5-05754,proceedings-article,Crossref,2,tactile
slip prediction robotic grasping,Robotic Grasping and Manipulation Competition: Competitor Feedback and Lessons Learned,2018,Communications in Computer and Information Science,Joe Falco; Yu Sun; Maximo Roa,10.1007/978-3-319-94568-2_12,https://doi.org/10.1007/978-3-319-94568-2_12,book-chapter,Crossref,2,manipulation
slip prediction robotic grasping,A Robotic System for Autonomous Grasping and Manipulation,2018,Communications in Computer and Information Science,Mingu Kwon; Dandan Zhou; Shuo Liu; Hao Zhang,10.1007/978-3-319-94568-2_8,https://doi.org/10.1007/978-3-319-94568-2_8,book-chapter,Crossref,2,manipulation
slip prediction robotic grasping,Complete Robotic Systems for the IROS Grasping and Manipulation Challenge,2018,Communications in Computer and Information Science,Eadom Dessalene; Daniel Lofaro,10.1007/978-3-319-94568-2_11,https://doi.org/10.1007/978-3-319-94568-2_11,book-chapter,Crossref,2,manipulation
slip prediction robotic grasping,Robotic Grasping and Manipulation Competition: Future Tasks to Support the Development of Assembly Robotics,2018,Communications in Computer and Information Science,Karl Van Wyk; Joe Falco; Elena Messina,10.1007/978-3-319-94568-2_13,https://doi.org/10.1007/978-3-319-94568-2_13,book-chapter,Crossref,2,manipulation
slip prediction robotic grasping,Robotic Grasping and Manipulation Competition: Task Pool,2018,Communications in Computer and Information Science,Yu Sun; Joe Falco; Nadia Cheng; Hyouk Ryeol Choi; Erik D. Engeberg; Nancy Pollard; Maximo Roa; Zeyang Xia,10.1007/978-3-319-94568-2_1,https://doi.org/10.1007/978-3-319-94568-2_1,book-chapter,Crossref,2,manipulation
slip prediction robotic grasping,Robotic Grasping and Manipulation Competition @IROS2016: Team Tsinghua,2018,Communications in Computer and Information Science,Fuchun Sun; Huaping Liu; Bin Fang; Di Guo; Tao Kong; Chao Yang; Yao Huang; Mingxuan Jing,10.1007/978-3-319-94568-2_10,https://doi.org/10.1007/978-3-319-94568-2_10,book-chapter,Crossref,2,manipulation
slip prediction robotic grasping,Robotic Grasping and Manipulation,2018,Communications in Computer and Information Science,,10.1007/978-3-319-94568-2,https://doi.org/10.1007/978-3-319-94568-2,book,Crossref,2,manipulation
contact mechanics robotics manipulation,Efficient Planning for Near-Optimal Compliant Manipulation Leveraging Environmental Contact,2018,2018 IEEE International Conference on Robotics and Automation (ICRA),Charlie Guan; William Vega-Brown; Nicholas Roy,10.1109/icra.2018.8462696,https://doi.org/10.1109/icra.2018.8462696,proceedings-article,Crossref,2,contact;manipulation
force estimation robot hand,Hand External Force Estimation Method for 5-Axes Scott-Russell Robot Arm,2018,The Proceedings of JSME annual Conference on Robotics and Mechatronics (Robomec),Akihito ITO; Nobutaka TSUJIUCHI; Kouhei URA; Shunsuke KIKUCHI,10.1299/jsmermd.2018.2a1-h13,https://doi.org/10.1299/jsmermd.2018.2a1-h13,journal-article,Crossref,2,contact;manipulation
tactile servoing grasping,Tactile Feels in Grasping/Cutting Processes with Scissors,2018,Technologies,Mioto Waga; Yuuki Aita; Junichi Noma; Yoshimune Nonomura,10.3390/technologies6030066,https://doi.org/10.3390/technologies6030066,journal-article,Crossref,2,tactile;manipulation
contact state estimation dexterous manipulation,DM-UAV: Dexterous Manipulation Unmanned Aerial Vehicle,2017,Proceedings of the 9th International Conference on Agents and Artificial Intelligence,Alberto Torres; Francisco Candelas; Damian Mira; Fernando Torres,10.5220/0006186701530158,https://doi.org/10.5220/0006186701530158,proceedings-article,Crossref,2,manipulation
object pose contact state estimation manipulation,3D object pose estimation using stereo vision for object manipulation system,2017,2017 International Conference on Applied System Innovation (ICASI),Taryudi; Ming-Shyan Wang,10.1109/icasi.2017.7988217,https://doi.org/10.1109/icasi.2017.7988217,proceedings-article,Crossref,2,manipulation;dynamics
object pose contact state estimation manipulation,Pose Estimation Problems,2017,State Estimation for Robotics,,10.1017/9781316671528.009,https://doi.org/10.1017/9781316671528.009,book-chapter,Crossref,2,state;dynamics
object pose contact state estimation manipulation,Object recognition and pose estimation for modular manipulation system: Overview and initial results,2017,2017 14th International Conference on Ubiquitous Robots and Ambient Intelligence (URAI),Woo-han Yun; Jaeyeon Lee; Joo-Haeng Lee; Jaehong Kim,10.1109/urai.2017.7992711,https://doi.org/10.1109/urai.2017.7992711,proceedings-article,Crossref,2,manipulation;dynamics
object pose contact state estimation manipulation,Pose-and-Point Estimation Problems,2017,State Estimation for Robotics,,10.1017/9781316671528.010,https://doi.org/10.1017/9781316671528.010,book-chapter,Crossref,2,state;dynamics
object pose contact state estimation manipulation,Novel Pose Estimation System for Precise Robotic Manipulation in Unstructured Environment,2017,"Proceedings of the 14th International Conference on Informatics in Control, Automation and Robotics",Mario di Castro; Jorge Camarero Vera; Alessandro Masi; Manuel Ferre Pérez,10.5220/0006426700500055,https://doi.org/10.5220/0006426700500055,proceedings-article,Crossref,2,manipulation;dynamics
robot grasp tactile sensing,Learning robot tactile sensing of object for shape recognition using multi-fingered robot hands,2017,2017 26th IEEE International Symposium on Robot and Human Interactive Communication (RO-MAN),Wen-Ying Lee; Ming-Bao Huang; Han-Pang Huang,10.1109/roman.2017.8172474,https://doi.org/10.1109/roman.2017.8172474,proceedings-article,Crossref,2,tactile;manipulation
force control contact estimation robot,CONTACT FORCE PROBLEM IN THE REHABILITATION ROBOT CONTROL DESIGN,2017,IFMBE Proceedings,Zlata Jelačić,10.1007/978-981-10-4166-2_30,https://doi.org/10.1007/978-981-10-4166-2_30,book-chapter,Crossref,2,contact
in-hand manipulation object pose estimation,3D Hand-Object Pose Estimation from Depth with Convolutional Neural Networks,2017,2017 12th IEEE International Conference on Automatic Face &amp; Gesture Recognition (FG 2017),Duncan Goudie; Aphrodite Galata,10.1109/fg.2017.58,https://doi.org/10.1109/fg.2017.58,proceedings-article,Crossref,2,manipulation;dynamics
in-hand manipulation object pose estimation,Robust Hand Pose Estimation during the Interaction with an Unknown Object,2017,2017 IEEE International Conference on Computer Vision (ICCV),Chiho Choi; Sang Ho Yoon; Chin-Ning Chen; Karthik Ramani,10.1109/iccv.2017.339,https://doi.org/10.1109/iccv.2017.339,proceedings-article,Crossref,2,manipulation;dynamics
robot compliance estimation contact,Probabilistic Contact Estimation and Impact Detection for State Estimation of Quadruped Robots,2017,IEEE Robotics and Automation Letters,Marco Camurri; Maurice Fallon; Stephane Bazeille; Andreea Radulescu; Victor Barasuol; Darwin G. Caldwell; Claudio Semini,10.1109/lra.2017.2652491,https://doi.org/10.1109/lra.2017.2652491,journal-article,Crossref,2,contact;state
haptic sensing manipulation robot,Virtual Two-Finger Haptic Manipulation Method,2017,Lecture Notes in Electrical Engineering,Alfonso Balandra; Virglio Gruppelaar; Hironori Mitake; Shoichi Hasegawa,10.1007/978-981-10-4157-0_35,https://doi.org/10.1007/978-981-10-4157-0_35,book-chapter,Crossref,2,tactile;manipulation
robot hand object pose force sensing,Towards robot-human reliable hand-over: Continuous detection of object perturbation force direction,2017,2017 26th IEEE International Symposium on Robot and Human Interactive Communication (RO-MAN),A. Gomez Eguiluz; I. Rano; S.A. Coleman; T.M. McGinnity,10.1109/roman.2017.8172350,https://doi.org/10.1109/roman.2017.8172350,proceedings-article,Crossref,2,contact;manipulation
robot hand object pose force sensing,Design of a force sensing hand for the R1 humanoid robot,2017,2017 IEEE-RAS 17th International Conference on Humanoid Robotics (Humanoids),Anand Vazhapilli Sureshbabu; Marco Maggiali; Giorgio Metta; Alberto Parmiggiani,10.1109/humanoids.2017.8246949,https://doi.org/10.1109/humanoids.2017.8246949,proceedings-article,Crossref,2,contact;manipulation
tactile object recognition manipulation,Fingertip Tactile Devices for Virtual Object Manipulation and Exploration,2017,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems,Samuel B. Schorr; Allison M. Okamura,10.1145/3025453.3025744,https://doi.org/10.1145/3025453.3025744,proceedings-article,Crossref,2,tactile;manipulation
tactile object recognition manipulation,Controlled tactile exploration and haptic object recognition,2017,2017 18th International Conference on Advanced Robotics (ICAR),Massimo Regoli; Nawid Jamali; Giorgio Metta; Lorenzo Natale,10.1109/icar.2017.8023495,https://doi.org/10.1109/icar.2017.8023495,proceedings-article,Crossref,2,tactile
contact mechanics robotics manipulation,Grasping and Manipulation,2017,Modern Robotics,,10.1017/9781316661239.015,https://doi.org/10.1017/9781316661239.015,other,Crossref,2,manipulation
contact mechanics robotics manipulation,Experimental Analysis of Human Control Strategies in Contact Manipulation Tasks,2017,Springer Proceedings in Advanced Robotics,Ellen Klingbeil; Samir Menon; Oussama Khatib,10.1007/978-3-319-50115-4_25,https://doi.org/10.1007/978-3-319-50115-4_25,book-chapter,Crossref,2,contact;manipulation
contact mechanics robotics manipulation,Adaptive whole-body manipulation in human-to-humanoid multi-contact motion retargeting,2017,2017 IEEE-RAS 17th International Conference on Humanoid Robotics (Humanoids),Kazuya Otani; Karim Bouyarmane,10.1109/humanoids.2017.8246911,https://doi.org/10.1109/humanoids.2017.8246911,proceedings-article,Crossref,2,contact;manipulation
contact mechanics robotics manipulation,Remote control non-contact manipulation system for micro robotics,2017,2017 IEEE International Conference on Cyborg and Bionic Systems (CBS),Wanfeng Shang; Yuanyuan Yang; Haojian Lu; Yajing Shen,10.1109/cbs.2017.8266093,https://doi.org/10.1109/cbs.2017.8266093,proceedings-article,Crossref,2,contact;manipulation
contact mechanics robotics manipulation,Decoupled limbs yield differentiable trajectory outcomes through intermittent contact in locomotion and manipulation,2017,2017 IEEE International Conference on Robotics and Automation (ICRA),Andrew M. Pace; Samuel A. Burden,10.1109/icra.2017.7989259,https://doi.org/10.1109/icra.2017.7989259,proceedings-article,Crossref,2,contact;manipulation
force estimation robot hand,Study on the force myography sensors placement for robust hand force estimation,2017,"2017 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",Maram Sakr; Carlo Menon,10.1109/smc.2017.8122807,https://doi.org/10.1109/smc.2017.8122807,proceedings-article,Crossref,2,contact;manipulation
tactile servoing grasping,Tactile sensor based intelligent grasping system,2017,2017 IEEE International Conference on Mechatronics (ICM),Justin Venter; Abdul Md Mazid,10.1109/icmech.2017.7921121,https://doi.org/10.1109/icmech.2017.7921121,proceedings-article,Crossref,2,tactile;manipulation
tactile servoing grasping,Exploratory Tactile Servoing With Active Touch,2017,IEEE Robotics and Automation Letters,Nathan F. Lepora; Kirsty Aquilina; Luke Cramphorn,10.1109/lra.2017.2662071,https://doi.org/10.1109/lra.2017.2662071,journal-article,Crossref,2,tactile
tactile servoing grasping,Robotic grasping using visual and tactile sensing,2017,Information Sciences,Di Guo; Fuchun Sun; Bin Fang; Chao Yang; Ning Xi,10.1016/j.ins.2017.07.017,https://doi.org/10.1016/j.ins.2017.07.017,journal-article,Crossref,2,tactile;manipulation
tactile slip detection robotic grasp,Robotic grasp control with high-resolution combined tactile and proximity sensing,2016,2016 IEEE International Conference on Robotics and Automation (ICRA),Kazuhiro Shimonomura; Hiroto Nakashima; Kentaro Nozu,10.1109/icra.2016.7487126,https://doi.org/10.1109/icra.2016.7487126,proceedings-article,Crossref,2,tactile;manipulation
tactile slip detection robotic grasp,Grasp detection for assistive robotic manipulation,2016,2016 IEEE International Conference on Robotics and Automation (ICRA),Siddarth Jain; Brenna Argall,10.1109/icra.2016.7487348,https://doi.org/10.1109/icra.2016.7487348,proceedings-article,Crossref,2,manipulation
latent state manipulation tactile sensing,Intrinsic tactile sensing system design for robotics manipulation,2016,2016 IEEE-RAS 16th International Conference on Humanoid Robots (Humanoids),Andres Ospina; Saifeddine Aloui; Mathieu Grossard; Alain Micaelli,10.1109/humanoids.2016.7803280,https://doi.org/10.1109/humanoids.2016.7803280,proceedings-article,Crossref,2,tactile;manipulation
micro slip dexterous manipulation,Finger trajectory generation for planar dexterous micro-manipulation,2016,2016 IEEE International Conference on Robotics and Automation (ICRA),Jean-Antoine Seon; Redwan Dahmouche; Benoit Brazey; Michael Gauthier,10.1109/icra.2016.7487158,https://doi.org/10.1109/icra.2016.7487158,proceedings-article,Crossref,2,manipulation
